 A JE                    137-131-8227     1969
 OVYCBXWJEDIGY IXP       861-743-0200     7284
 OVYCBXWJEDIGY IXP       861-743-0200     1407
 OVYCBXWJEDIGY IXP       861-743-0200     5043
 OVYCBXWJEDIGY IXP       861-743-0200     5778
 OVYCBXWJEDIGY IXP       861-743-0200     2206
 OVYCBXWJEDIGY IXP       861-743-0200     7803
 OVYCBXWJEDIGY IXP       861-743-0200     3628
 OVYCBXWJEDIGY IXP       861-743-0200     5573
 OVYCBXWJEDIGY IXP       861-743-0200     2663
 OVYCBXWJEDIGY IXP       861-743-0200     6918
 OVYCBXWJEDIGY IXP       861-743-0200     4498
 OVYCBXWJEDIGY IXP       861-743-0200     7576
 OVYCBXWJEDIGY IXP       861-743-0200      160
 OVYCBXWJEDIGY IXP       861-743-0200     6372
 OVYCBXWJEDIGY IXP       861-743-0200     3904
 OVYCBXWJEDIGY IXP       861-743-0200     3161
 OX DKXUI                199-422-2447     1940
 OX DKXUI                199-422-2447      693
 OYAGUJLTI NLAE          864-955-8360      628
 OYAGUJLTI NLAE          864-955-8360     1875
 OYLI POWKY              956-268-4067      581
 OYLI POWKY              956-268-4067     1828
 OYLI POWKY              956-268-4067     6199
 OYLI POWKY              956-268-4067     4325
 OYQYDX XGBPRML          363-796-7702      296
 OYQYDX XGBPRML          363-796-7702      991
 OYQYDX XGBPRML          363-796-7702     2799
 OYQYDX XGBPRML          363-796-7702     6508
 OYQYDX XGBPRML          363-796-7702     7054
 OYQYDX XGBPRML          363-796-7702     7939
 OYQYDX XGBPRML          363-796-7702     5914
 OYQYDX XGBPRML          363-796-7702     5179
 OYQYDX XGBPRML          363-796-7702     4634
 OYQYDX XGBPRML          363-796-7702     1543
 OYQYDX XGBPRML          363-796-7702     2342
 OYQYDX XGBPRML          363-796-7702     4040
 OYQYDX XGBPRML          363-796-7702     3297
 P CMKGIH                674-849-1250     2017
 P FLBJTAX               397-073-3822     3983
 P FLBJTAX               397-073-3822     1486
 P FLBJTAX               397-073-3822     7882
 P FLBJTAX               397-073-3822     6997
 P FLBJTAX               397-073-3822     3707
 P FLBJTAX               397-073-3822     6451
 P FLBJTAX               397-073-3822     5857
 P FLBJTAX               397-073-3822     2285
 P FLBJTAX               397-073-3822      239
 P FLBJTAX               397-073-3822     7363
 P FLBJTAX               397-073-3822     2742
 P FLBJTAX               397-073-3822     3240
 P FLBJTAX               397-073-3822     5122
 P FLBJTAX               397-073-3822      934
 P FLBJTAX               397-073-3822     4577
 P KE                    442-310-8549     2333
 P KE                    442-310-8549     1534
 P KE                    442-310-8549     7930
 P KE                    442-310-8549     3288
 P KE                    442-310-8549     4625
 P KE                    442-310-8549      982
 P KE                    442-310-8549     5905
 P KE                    442-310-8549     7411
 P KE                    442-310-8549     4031
 P KE                    442-310-8549     2790
 P KE                    442-310-8549      287
 P KE                    442-310-8549     6499
 P KE                    442-310-8549     7045
 P KE                    442-310-8549     5170
 P XVKPFSEC              323-247-6142     1837
 P XVKPFSEC              323-247-6142      590
 P XVKPFSEC              323-247-6142     4334
 P XVKPFSEC              323-247-6142     6208
 PACMPP OGGRX            756-743-2284     6728
 PACMPP OGGRX            756-743-2284     6134
 PACMPP OGGRX            756-743-2284     1763
 PACMPP OGGRX            756-743-2284     4260
 PACMPP OGGRX            756-743-2284     4854
 PACMPP OGGRX            756-743-2284     1211
 PACMPP OGGRX            756-743-2284      516
 PACMPP OGGRX            756-743-2284     5399
 PACWROVPDFKR UXCS       516-638-1644      601
 PACWROVPDFKR UXCS       516-638-1644     1848
 PAN OEV                 162-779-9359     2658
 PAN OEV                 162-779-9359     7571
 PAN OEV                 162-779-9359     4493
 PAN OEV                 162-779-9359     1402
 PAN OEV                 162-779-9359     7798
 PAN OEV                 162-779-9359     7279
 PAN OEV                 162-779-9359     5773
 PAN OEV                 162-779-9359     5038
 PAN OEV                 162-779-9359     6913
 PAN OEV                 162-779-9359     3623
 PAN OEV                 162-779-9359      155
 PAN OEV                 162-779-9359     3156
 PAN OEV                 162-779-9359     3899
 PAN OEV                 162-779-9359     5568
 PAN OEV                 162-779-9359     6367
 PAN OEV                 162-779-9359      850
 PAN OEV                 162-779-9359     2201
 PAPDY TOJFD             983-391-4825      923
 PAPDY TOJFD             983-391-4825     3229
 PAPDY TOJFD             983-391-4825     6440
 PAPDY TOJFD             983-391-4825     5111
 PAPDY TOJFD             983-391-4825     4566
 PAPDY TOJFD             983-391-4825     1475
 PAPDY TOJFD             983-391-4825     3696
 PAPDY TOJFD             983-391-4825     5846
 PAPDY TOJFD             983-391-4825     6986
 PAPDY TOJFD             983-391-4825     3972
 PAPDY TOJFD             983-391-4825     2274
 PAPDY TOJFD             983-391-4825     2731
 PAPDY TOJFD             983-391-4825     7871
 PAPDY TOJFD             983-391-4825     7352
 PAPDY TOJFD             983-391-4825      228
 PAWNFJJHDYU WO          228-437-3957     1993
 PBDRGJOV PIVCLTP        258-207-8900      657
 PBDRGJOV PIVCLTP        258-207-8900     1904
 PBI YBIIE               412-927-4750     2002
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     3694
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     2272
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     3227
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     7869
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     2729
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     6438
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     7350
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     3970
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     7642
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     6984
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     5844
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     5109
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471      921
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     4564
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471      226
 PCFOBYDXFLNEU UGUJSAJD  435-311-2471     1473
 PCHARX GJQV             070-583-4202     1404
 PCHARX GJQV             070-583-4202     3158
 PCHARX GJQV             070-583-4202     6369
 PCHARX GJQV             070-583-4202     5570
 PCHARX GJQV             070-583-4202     7281
 PCHARX GJQV             070-583-4202     5040
 PCHARX GJQV             070-583-4202     4495
 PCHARX GJQV             070-583-4202      157
 PCHARX GJQV             070-583-4202     7573
 PCHARX GJQV             070-583-4202     7800
 PCHARX GJQV             070-583-4202     5775
 PCHARX GJQV             070-583-4202     2203
 PCHARX GJQV             070-583-4202     3901
 PCHARX GJQV             070-583-4202     2660
 PCHARX GJQV             070-583-4202      852
 PCHARX GJQV             070-583-4202     3625
 PCHARX GJQV             070-583-4202     6915
 PCM Q                   340-340-0597     2775
 PCM Q                   340-340-0597     2318
 PCM Q                   340-340-0597      272
 PCM Q                   340-340-0597     3740
 PCM Q                   340-340-0597     4016
 PCM Q                   340-340-0597     5155
 PCM Q                   340-340-0597     7915
 PCM Q                   340-340-0597      967
 PCM Q                   340-340-0597     5890
 PCM Q                   340-340-0597     1519
 PCM Q                   340-340-0597     7396
 PCM Q                   340-340-0597     3273
 PCM Q                   340-340-0597     4610
 PCM Q                   340-340-0597     7030
 PCM Q                   340-340-0597     6484
 PCWXGGAVIWK VT          336-612-2456     5213
 PCWXGGAVIWK VT          336-612-2456      330
 PCWXGGAVIWK VT          336-612-2456     4074
 PCWXGGAVIWK VT          336-612-2456     1025
 PCWXGGAVIWK VT          336-612-2456     2833
 PCWXGGAVIWK VT          336-612-2456     7088
 PCWXGGAVIWK VT          336-612-2456     4668
 PCWXGGAVIWK VT          336-612-2456     3331
 PCWXGGAVIWK VT          336-612-2456     6542
 PCWXGGAVIWK VT          336-612-2456     5948
 PCWXGGAVIWK VT          336-612-2456     2376
 PCWXGGAVIWK VT          336-612-2456     7973
 PCWXGGAVIWK VT          336-612-2456     1577
 PDRHNMDBDTIEK KWWCNL    601-244-3852     1954
 PEVOD MT                387-038-7198     3802
 PEVOD MT                387-038-7198     7474
 PEVOD MT                387-038-7198     5471
 PEVOD MT                387-038-7198     5676
 PEVOD MT                387-038-7198     2561
 PEVOD MT                387-038-7198     3059
 PEVOD MT                387-038-7198     7701
 PEVOD MT                387-038-7198     1305
 PEVOD MT                387-038-7198     6270
 PEVOD MT                387-038-7198     6816
 PEVOD MT                387-038-7198     2104
 PEVOD MT                387-038-7198     4396
 PEVOD MT                387-038-7198     4941
 PEVOD MT                387-038-7198     3526
 PEVOD MT                387-038-7198       58
 PEVOD MT                387-038-7198     7182
 PEVOD MT                387-038-7198      753
 PFERMTPIRSEGU OVQQNSI   551-073-7363     2327
 PFERMTPIRSEGU OVQQNSI   551-073-7363      281
 PFERMTPIRSEGU OVQQNSI   551-073-7363     5164
 PFERMTPIRSEGU OVQQNSI   551-073-7363      976
 PFERMTPIRSEGU OVQQNSI   551-073-7363     3282
 PFERMTPIRSEGU OVQQNSI   551-073-7363     4619
 PFERMTPIRSEGU OVQQNSI   551-073-7363     7924
 PFERMTPIRSEGU OVQQNSI   551-073-7363     2784
 PFERMTPIRSEGU OVQQNSI   551-073-7363     7039
 PFERMTPIRSEGU OVQQNSI   551-073-7363     6493
 PFERMTPIRSEGU OVQQNSI   551-073-7363     1528
 PFERMTPIRSEGU OVQQNSI   551-073-7363     7405
 PFERMTPIRSEGU OVQQNSI   551-073-7363     4025
 PFERMTPIRSEGU OVQQNSI   551-073-7363     5899
 PFKJQLHW SKLDHDO        324-295-2085     6152
 PFKJQLHW SKLDHDO        324-295-2085     1781
 PFKJQLHW SKLDHDO        324-295-2085      534
 PFKJQLHW SKLDHDO        324-295-2085     4872
 PFKJQLHW SKLDHDO        324-295-2085     6746
 PFKJQLHW SKLDHDO        324-295-2085     4278
 PFKJQLHW SKLDHDO        324-295-2085     1229
 PGGLAP TRQPXBQ          171-282-8073      981
 PGGLAP TRQPXBQ          171-282-8073     3287
 PGGLAP TRQPXBQ          171-282-8073     2332
 PGGLAP TRQPXBQ          171-282-8073     4030
 PGGLAP TRQPXBQ          171-282-8073     5169
 PGGLAP TRQPXBQ          171-282-8073     7410
 PGGLAP TRQPXBQ          171-282-8073     5904
 PGGLAP TRQPXBQ          171-282-8073     6498
 PGGLAP TRQPXBQ          171-282-8073     7929
 PGGLAP TRQPXBQ          171-282-8073     2789
 PGGLAP TRQPXBQ          171-282-8073     7044
 PGGLAP TRQPXBQ          171-282-8073     1533
 PGGLAP TRQPXBQ          171-282-8073     4624
 PGGLAP TRQPXBQ          171-282-8073      286
 PHX VJCWSJBK            414-627-8178     1217
 PHX VJCWSJBK            414-627-8178     5405
 PHX VJCWSJBK            414-627-8178     6734
 PHX VJCWSJBK            414-627-8178     1769
 PHX VJCWSJBK            414-627-8178      522
 PHX VJCWSJBK            414-627-8178     4266
 PHX VJCWSJBK            414-627-8178     6140
 PHX VJCWSJBK            414-627-8178     4860
 PLTSH P                 580-162-4462     1360
 PLTSH P                 580-162-4462     2616
 PLTSH P                 580-162-4462     5526
 PLTSH P                 580-162-4462     4451
 PLTSH P                 580-162-4462     4996
 PLTSH P                 580-162-4462     6871
 PLTSH P                 580-162-4462     5731
 PLTSH P                 580-162-4462     6325
 PLTSH P                 580-162-4462     3581
 PLTSH P                 580-162-4462      808
 PLTSH P                 580-162-4462     3857
 PLTSH P                 580-162-4462     7529
 PLTSH P                 580-162-4462     2159
 PLTSH P                 580-162-4462     3114
 PLTSH P                 580-162-4462      113
 PLTSH P                 580-162-4462     7756
 PLTSH P                 580-162-4462     7237
 PMBCOH RHQJXG           518-210-4495     3388
 PMBCOH RHQJXG           518-210-4495     1082
 PMBCOH RHQJXG           518-210-4495     2433
 PMBCOH RHQJXG           518-210-4495     6599
 PMBCOH RHQJXG           518-210-4495     2890
 PMBCOH RHQJXG           518-210-4495     5270
 PMBCOH RHQJXG           518-210-4495     4131
 PMBCOH RHQJXG           518-210-4495     6005
 PMBCOH RHQJXG           518-210-4495     4725
 PMBCOH RHQJXG           518-210-4495     1634
 PMBCOH RHQJXG           518-210-4495      387
 PMCVYVG FQYHELKW        620-878-1402     2171
 PMCVYVG FQYHELKW        620-878-1402     7768
 PMCVYVG FQYHELKW        620-878-1402      820
 PMCVYVG FQYHELKW        620-878-1402      125
 PMCVYVG FQYHELKW        620-878-1402     4463
 PMCVYVG FQYHELKW        620-878-1402     5743
 PMCVYVG FQYHELKW        620-878-1402     1372
 PMCVYVG FQYHELKW        620-878-1402     7541
 PMCVYVG FQYHELKW        620-878-1402     7249
 PMCVYVG FQYHELKW        620-878-1402     5538
 PMCVYVG FQYHELKW        620-878-1402     6337
 PMCVYVG FQYHELKW        620-878-1402     3593
 PMCVYVG FQYHELKW        620-878-1402     3869
 PMCVYVG FQYHELKW        620-878-1402     2628
 PMCVYVG FQYHELKW        620-878-1402     3126
 PMCVYVG FQYHELKW        620-878-1402     6883
 PMCVYVG FQYHELKW        620-878-1402     5008
 PNPVHB LMFHW            247-838-0358     5722
 PNPVHB LMFHW            247-838-0358     6862
 PNPVHB LMFHW            247-838-0358     7228
 PNPVHB LMFHW            247-838-0358     4987
 PNPVHB LMFHW            247-838-0358     3105
 PNPVHB LMFHW            247-838-0358     7520
 PNPVHB LMFHW            247-838-0358     1351
 PNPVHB LMFHW            247-838-0358     5517
 PNPVHB LMFHW            247-838-0358     3848
 PNPVHB LMFHW            247-838-0358      799
 PNPVHB LMFHW            247-838-0358     7747
 PNPVHB LMFHW            247-838-0358      104
 PNPVHB LMFHW            247-838-0358     2150
 PNPVHB LMFHW            247-838-0358     2607
 PNPVHB LMFHW            247-838-0358     4442
 PNPVHB LMFHW            247-838-0358     6316
 PNPVHB LMFHW            247-838-0358     3572
 PQDIBVQRYJQV FPY        571-416-7827     1988
 PQDICQR AKPX            967-653-5834     2967
 PQDICQR AKPX            967-653-5834     4208
 PQDICQR AKPX            967-653-5834     6082
 PQDICQR AKPX            967-653-5834     3465
 PQDICQR AKPX            967-653-5834      464
 PQDICQR AKPX            967-653-5834     1711
 PQDICQR AKPX            967-653-5834     5347
 PQDICQR AKPX            967-653-5834     1159
 PQDICQR AKPX            967-653-5834     6676
 PQDICQR AKPX            967-653-5834     4802
 PRBBUDAXJSLL BUGSJ      545-409-8540     7970
 PRBBUDAXJSLL BUGSJ      545-409-8540      327
 PRBBUDAXJSLL BUGSJ      545-409-8540     1022
 PRBBUDAXJSLL BUGSJ      545-409-8540     4071
 PRBBUDAXJSLL BUGSJ      545-409-8540     5210
 PRBBUDAXJSLL BUGSJ      545-409-8540     3328
 PRBBUDAXJSLL BUGSJ      545-409-8540     2373
 PRBBUDAXJSLL BUGSJ      545-409-8540     1574
 PRBBUDAXJSLL BUGSJ      545-409-8540     4665
 PRBBUDAXJSLL BUGSJ      545-409-8540     6539
 PRBBUDAXJSLL BUGSJ      545-409-8540     5945
 PRBBUDAXJSLL BUGSJ      545-409-8540     7085
 PRBBUDAXJSLL BUGSJ      545-409-8540     2830
 PSDS XGR                475-354-4191     1913
 PSDS XGR                475-354-4191      666
 PSNFV EXB               078-209-1462     1024
 PSNFV EXB               078-209-1462     2832
 PSNFV EXB               078-209-1462     3330
 PSNFV EXB               078-209-1462     7972
 PSNFV EXB               078-209-1462      329
 PSNFV EXB               078-209-1462     4073
 PSNFV EXB               078-209-1462     5947
 PSNFV EXB               078-209-1462     6541
 PSNFV EXB               078-209-1462     4667
 PSNFV EXB               078-209-1462     2375
 PSNFV EXB               078-209-1462     1576
 PSNFV EXB               078-209-1462     7087
 PSNFV EXB               078-209-1462     5212
 PUFJDRTU SHHCHB         525-506-7782     5194
 PUFJDRTU SHHCHB         525-506-7782     4055
 PUFJDRTU SHHCHB         525-506-7782     1006
 PUFJDRTU SHHCHB         525-506-7782     7954
 PUFJDRTU SHHCHB         525-506-7782     6523
 PUFJDRTU SHHCHB         525-506-7782     7069
 PUFJDRTU SHHCHB         525-506-7782     2814
 PUFJDRTU SHHCHB         525-506-7782     3312
 PUFJDRTU SHHCHB         525-506-7782     4649
 PUFJDRTU SHHCHB         525-506-7782     5929
 PUFJDRTU SHHCHB         525-506-7782     2357
 PUFJDRTU SHHCHB         525-506-7782     1558
 PUFJDRTU SHHCHB         525-506-7782      311
 PWQHKMWJL WFOT          654-041-1713     7878
 PWQHKMWJL WFOT          654-041-1713     4573
 PWQHKMWJL WFOT          654-041-1713      930
 PWQHKMWJL WFOT          654-041-1713     2281
 PWQHKMWJL WFOT          654-041-1713     5118
 PWQHKMWJL WFOT          654-041-1713     3703
 PWQHKMWJL WFOT          654-041-1713     2738
 PWQHKMWJL WFOT          654-041-1713     6993
 PWQHKMWJL WFOT          654-041-1713     3979
 PWQHKMWJL WFOT          654-041-1713     7359
 PWQHKMWJL WFOT          654-041-1713     3236
 PWQHKMWJL WFOT          654-041-1713     1482
 PWQHKMWJL WFOT          654-041-1713     6447
 PWQHKMWJL WFOT          654-041-1713     5853
 PWQHKMWJL WFOT          654-041-1713      235
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     1338
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     3559
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     7507
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     6303
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     5504
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880       91
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     4429
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     7734
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880      786
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     3835
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     2137
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     3092
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     2594
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     6849
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     4974
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     5709
 PWUAKIGNNSNHA QJSFPHDC  753-695-7880     7215
 PWY TJVM                331-737-4467     6619
 PWY TJVM                331-737-4467     2453
 PWY TJVM                331-737-4467     4745
 PWY TJVM                331-737-4467     4151
 PWY TJVM                331-737-4467     2910
 PWY TJVM                331-737-4467      407
 PWY TJVM                331-737-4467     3408
 PWY TJVM                331-737-4467     5290
 PWY TJVM                331-737-4467     1654
 PWY TJVM                331-737-4467     6025
 PWY TJVM                331-737-4467     1102
 PXUVBTOCVOPADA MSAF     963-526-6704      280
 PXUVBTOCVOPADA MSAF     963-526-6704     7404
 PXUVBTOCVOPADA MSAF     963-526-6704     7038
 PXUVBTOCVOPADA MSAF     963-526-6704     7923
